Name,Latitude,Longitude,Rating,Categories,Keyword,State
Abdul mannan Bhuiyan villa,23.8657048,91.155889,5,"museum, point_of_interest, establishment",museums,Tripura
Bitghar Sadullahbari,24.0643992,91.0809144,4.7,"museum, point_of_interest, establishment",museums,Tripura
Ashuganj Shaheed Minar,24.0367574,91.00931560000001,3,"museum, point_of_interest, establishment",museums,Tripura
Sub Regional Science Centre,23.5433336,91.49446429999999,4.8,"museum, point_of_interest, establishment",museums,Tripura
Gazi Shahin Museum,23.4602973,90.8477394,4.9,"museum, point_of_interest, establishment",museums,Tripura
Moddo Lakuripara koborstan,24.2655097,91.50524399999999,4,"museum, point_of_interest, establishment",museums,Tripura
জানখারটেক বৌদ্ধ বিহার,24.0055467,90.80211729999999,3.5,"museum, point_of_interest, establishment",museums,Tripura
"রমিজ উদ্দিন সমাধি,Romiz uddin grave",23.4191714,91.0996806,5,"museum, point_of_interest, establishment",museums,Tripura
Jahangir nagar West village,24.0140457,90.8615756,3.3,"museum, point_of_interest, establishment",museums,Tripura
হোসেনপুর হাফিজিয়া মাদরাসা ও এতিমখানা,23.5734946,91.0333096,0,"museum, point_of_interest, establishment",museums,Tripura
মা-মনি কুটিরশিল্প,23.4874745,91.00545389999999,3.7,"museum, point_of_interest, establishment",museums,Tripura
Birshrestha Shaheed Flight Lieutenant Matiur Rahman Library and Memorial Museum,24.0406554,90.9556521,4.4,"museum, point_of_interest, establishment",museums,Tripura
Gunapada Memorial Hall,23.6141693,91.5187015,5,"museum, point_of_interest, establishment",museums,Tripura
সুইজ গেইট,23.8352207,91.20918139999999,5,"museum, point_of_interest, establishment",museums,Tripura
দামচাইল জামে মসজিদ,23.9750919,91.0422682,2.9,"museum, point_of_interest, establishment",museums,Tripura
মেহের আলী শাহ কোড়াবাড়ি,23.880095,91.1799522,5,"museum, point_of_interest, establishment",museums,Tripura
সাইফ নকশা ঘর শাহজালাল সাইচাপাড়া,23.5907463,91.06253459999999,0,"museum, point_of_interest, establishment",museums,Tripura
অনন্তখলা মসজিদ,23.769713,91.1735836,4.4,"museum, point_of_interest, establishment",museums,Tripura
মালিগাঁও উত্তর পাড়া মৃধা বাড়ি জামে মসজিদ,23.4406271,90.8003368,5,"museum, point_of_interest, establishment",museums,Tripura
Khowai rihapbeliti center,24.0569833,91.6095454,4.5,"museum, point_of_interest, establishment",museums,Tripura
রাজারখলা মধ্যমপাড়া জাবালে নূর জামে মসজিদ,23.389597,91.13023,3.2,"museum, point_of_interest, establishment",museums,Tripura
Gangariddhi Museum-Bateshwar,24.08688,90.81938,3.9,"museum, point_of_interest, establishment",museums,Tripura
Kullah Patthor Sahid Minar,23.6863431,91.1757905,4.3,"museum, point_of_interest, establishment",museums,Tripura
"Central Shahid Minar,Sujanagar.",23.465095,91.1987412,5,"museum, point_of_interest, establishment",museums,Tripura
Local gider,23.8669259,91.20804319999999,0,"museum, point_of_interest, establishment",museums,Tripura
নাওতলা পশ্চিম উত্তর পাড়া বাইতুল মামুর জামে মসজিদ,23.5040613,90.9230177,5,"museum, point_of_interest, establishment",museums,Tripura
হাতিগাড়া মুড়া,23.4354385,91.1173945,3.4,"museum, point_of_interest, establishment",museums,Tripura
"SIYAM AHEMD,,,চিটবল",24.1002885,91.5385007,0,"museum, point_of_interest, establishment",museums,Tripura
হাবলাউচ্চ আল-ফালাহ জামে মসজিদ,23.9017972,91.1160574,5,"museum, point_of_interest, establishment",museums,Tripura
ইছাপুরা পৃর্বপাড়া জামে মসজিদ,23.5136399,91.1414538,5,"museum, point_of_interest, establishment",museums,Tripura
"রেডিয়েন্ট ফিস ওয়াল্ড, কক্সবাজার এর কুমিল্লা অফিস",23.4588325,91.18036169999999,4,"museum, point_of_interest, establishment",museums,Tripura
যোশর উত্তরপাড়া ঈদগাহ মাঠ,24.033615,90.8188567,3.4,"museum, point_of_interest, establishment",museums,Tripura
Md sabbir hosen,23.4574679,91.18088329999999,0,"museum, point_of_interest, establishment",museums,Tripura
চিনাইর আলাকপুর কবরস্থান,23.8998796,91.15137849999999,4,"museum, point_of_interest, establishment",museums,Tripura
RHR,23.4604979,91.1805822,5,"museum, point_of_interest, establishment",museums,Tripura
Jamuna Group Rotry Printing,24.1375725,91.3354282,3.8,"museum, point_of_interest, establishment",museums,Tripura
বালুয়াকান্দি দক্ষিণ পাড়া,23.7044644,90.8679974,5,"museum, point_of_interest, establishment",museums,Tripura
Laitlum Canyon,25.4488074,91.9089724,4.7,"tourist_attraction, park, point_of_interest, establishment",attractions,Meghalaya
Lady Hydari Park,25.5659286,91.8819635,4.1,"park, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Umiam Lake,25.669844,91.9010187,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
"Elephant Falls, Shillong",25.5375374,91.8225513,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Double Decker Living Root Bridge,25.25126,91.6719691,4.7,"tourist_attraction, park, point_of_interest, establishment",attractions,Meghalaya
Kyllang Rock,25.6034705,91.5582653,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
"Shillong View Point, Laitkor Peak",25.5473644,91.87497169999999,4.4,"tourist_attraction, park, point_of_interest, establishment",attractions,Meghalaya
Mawsmai Cave,25.2445707,91.7240877,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Don Bosco Museum,25.5928183,91.88274539999999,4.4,"museum, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Laitlum View Point,25.4492615,91.9101945,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Air Force Museum,25.5366563,91.82739889999999,4.5,"museum, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Umiam Lake Viewpoint,25.6511877,91.894055,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Khasi Heritage Village,25.4483136,91.7482236,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Umiam lake shillong,25.6764653,91.8963818,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Sky View Point,25.2014892,91.9140039,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Beadon Bishop View Point,25.5912724,91.86745719999999,3.9,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
TYRSHI WATER FALL,25.4711421,92.192037,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
"Byrdaw Falls, Pomshutia",25.2149296,91.9505185,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Upper Shillong Forest,25.5473689,91.868421,4.4,"tourist_attraction, park, point_of_interest, establishment",attractions,Meghalaya
Crinoline Falls,25.5609917,91.88255939999999,3.7,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Matilang Park,25.5392944,91.8217432,4.2,"park, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Mawkdok Dympep Valley View Point,25.4216834,91.7916236,4.5,"landmark, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Kynrem falls,25.2272466,91.7166567,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Umbyrlein Falls,25.3353125,92.2196875,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
"Shillong Ward's Lake - East Khasi Hills District, Meghalaya, India",25.5787726,91.8932535,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Seven Sisters Waterfall,25.2425913,91.7437423,4.4,"tourist_attraction, park, point_of_interest, establishment",attractions,Meghalaya
Synrangkhit fall,25.376894,92.10030189999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Kudengrim Tourism,25.2363719,92.03035539999999,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Borhill Falls,25.1827099,91.9576756,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Nohwet view Point,25.2078636,91.8905151,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Nartiang Monoliths,25.5739926,92.2161283,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Mawthadraishan Peak,25.5402177,91.45431990000002,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Jaflong Zero Point,25.1822945,92.0178976,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Thangkharang Park,25.2167071,91.72407760000002,4.4,"park, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Ever Living Museum,25.5603631,91.9345567,4.4,"museum, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Nongjrong viewpoint,25.4776458,92.0949162,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Blue Heaven Falls,25.55939,91.883809,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Ialong Park,25.4516774,92.2551859,4.3,"tourist_attraction, park, point_of_interest, establishment",attractions,Meghalaya
Arwah Cave,25.298561,91.7263686,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Top View Lumparing,25.557774,91.8830136,3.7,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Rhino Heritage Museum,25.5712964,91.8714174,4.1,"museum, tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Bishop's Falls,25.5790999,91.8633601,3.8,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
View Point,25.5549565,91.82044909999999,5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Mawroh View Point,25.9170625,91.8810625,4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Asia's Cleanest Village,25.2020435,91.91532869999999,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Umswai Paddy field view point,25.9470944,92.2407824,3.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Mawlai Mawdatbaki View Point,25.5867777,91.8727442,4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Assam Meghalaya Forest View Point,25.9761009,91.5415305,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
View point,25.8055517,92.3887455,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Traw Falls,25.4840132,91.7490705,3.8,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Lumpdeng View Point,25.5665045,91.855172,0,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
GAGKHEN'S FARM,25.9822231,91.63281719999999,0,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Vrindavan Garden Rani,26.0001875,91.5450625,4,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Wah-Kaba Falls,25.3115599,91.7326608,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Dawki river view point,25.1890665,92.0171539,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Rainbow Falls,25.2674959,91.67717259999999,4.8,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Jaluk paham,25.9191024,91.63903549999999,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Nohkalikai waterfalls Top,25.2755653,91.68655059999999,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Bamboo Bridge,25.2331884,91.7466632,4.8,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Jarain View Point(Lum Shyllong),25.3216557,92.1266531,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Meghalaya
Sah-dakha beach,25.3702969,92.2163324,4.1,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Ribhoi River Beach,25.7594142,92.0318836,3.5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Umsngur's Beach,25.5961162,91.8495705,5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
river beach,25.802236,91.50135,4.9,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
"Dadang Stoney Beach, Shnongpdeng - Dawki",25.2064737,92.00758619999999,4.8,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
New Shillong View Point,25.6137046,91.93896989999999,4.2,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Umsngur River Sandy beach,25.5923044,91.84490989999999,0,"park, point_of_interest, establishment",beaches,Meghalaya
Wah Rilang Viewpoint,25.3807089,91.4069889,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Umsngur River Beach,25.6518708,91.8531725,5,"park, point_of_interest, establishment",beaches,Meghalaya
Mawkdok Dympep Valley View Point,25.4216834,91.7916236,4.5,"tourist_attraction, landmark, point_of_interest, establishment",beaches,Meghalaya
Umkajor beach,25.3147396,91.7029218,2,"point_of_interest, establishment",beaches,Meghalaya
Dawki river view point,25.1890665,92.0171539,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Singla Point,25.2702004,91.7323131,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Mawsmai Nongthymmai Eco Park,25.2450578,91.7384056,4.3,"park, point_of_interest, establishment",beaches,Meghalaya
Lum Nehru Park,25.6615819,91.89835719999999,4.3,"park, point_of_interest, establishment",beaches,Meghalaya
Umiam lake shillong,25.6764653,91.8963818,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Rynji Falls,25.3669354,92.2043923,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Dawki river boating stop point,25.1953138,92.02086039999999,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Mawthadraishan Peak,25.5402177,91.45431990000002,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Larang Viewpoint,25.4527951,92.22558749999999,4,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Weikynmei View Point,25.2480487,91.57282049999999,4.8,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
"Dehalbagan beach(Dehalbagan Chisam), Dehalbagan",26.0257656,91.8526457,0,"point_of_interest, establishment",beaches,Meghalaya
Mawphanlur Travellersnest guesthouse,25.5446875,91.4331875,4.4,"tourist_attraction, amusement_park, point_of_interest, establishment",beaches,Meghalaya
Krang Suri Waterfall,25.2878776,92.1251569,4.7,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Mawsawa Falls,25.3060407,91.6941859,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Umbyrlein Falls,25.3353125,92.2196875,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Lai Pateng Khohsiew Falls,25.2621531,91.69915859999999,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Double Drive Waterfall,25.2294537,91.7255351,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Krem Dam,25.3069383,91.5923004,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Moopun Falls,25.3666464,92.2423522,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Wahrashi Falls (Syntung),25.3533944,92.0614671,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Sah ksaw Falls,25.3692387,92.21360229999999,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Classified Adventure ( Dawki Riverside Camping / Campsite ),25.2085115,92.00677979999999,4.9,"campground, lodging, park, point_of_interest, establishment",beaches,Meghalaya
Jarain Pitcher Plant Lake,25.3244896,92.1335943,4,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Lyngksiar Falls,25.3196648,91.7064502,4.7,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Sajar Nangli Memorial Park,25.4958516,92.17405649999999,4.2,"park, point_of_interest, establishment",beaches,Meghalaya
Pdem Falls,25.3776042,92.04900889999999,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
ANDY’S HOMESTAY&CAMPS,25.2063159,92.0060053,5,"campground, lodging, park, point_of_interest, establishment",beaches,Meghalaya
Dawki Camping Destination,25.1912736,92.0182665,4.8,"campground, lodging, park, point_of_interest, establishment",beaches,Meghalaya
Meghalaya Tourists Guide,25.2702095,91.7322884,4.7,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Umstew beach restaurant cum dhaba,25.3058635,91.7268521,4.8,"restaurant, food, point_of_interest, establishment",beaches,Meghalaya
Khlieh Kshaid Kynrem,25.2292569,91.7172279,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Meghalaya
Tyllang,25.555868,91.434837,No rating,"locality, political",beaches,Meghalaya
Sohpetbneng Peak,25.7086607,91.9227488,4.6,"place_of_worship, point_of_interest, establishment",beaches,Meghalaya
Loomkyntoor Playground,25.3630004,92.1604875,4,"point_of_interest, establishment",beaches,Meghalaya
Borghat,25.162924,92.26171099999999,No rating,"locality, political",beaches,Meghalaya
Bamboo Cottage,25.6120193,91.8882347,4.4,"lodging, point_of_interest, establishment",beaches,Meghalaya
Kyndongreskhai Waterfalls,25.2069727,92.0489777,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
"Kaikada Waterfall, Mupliang Village",25.5466596,92.2178854,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Umkrem Waterfalls,25.186967,91.99649989999999,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Seven Sisters Waterfall,25.2425913,91.7437423,4.4,"tourist_attraction, park, point_of_interest, establishment",waterfalls,Meghalaya
Wah-kaba Falls Entry Gate,25.3118348,91.7305576,4.4,"park, point_of_interest, establishment",waterfalls,Meghalaya
Umbyrlein Falls,25.3353125,92.2196875,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Rangtep Waterfall,25.324582,92.2426784,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Rynji Falls,25.3669354,92.2043923,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Ram Teng Waterfalls,25.868311,91.542188,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Mawsawdong Falls,25.321966,91.70989949999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Kynrem falls view Point,25.2238408,91.71587149999999,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Borhill Falls,25.1827099,91.9576756,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Chala Waterfalls,25.9872445,92.2623196,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Sah ksaw Falls,25.3692387,92.21360229999999,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Waterfall,25.2997347,91.41451119999999,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Umdikain Waterfall,25.2358166,91.5618289,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Therolangso waterfall,25.7779011,92.361386,3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Moopun Falls,25.3666464,92.2423522,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Chait Chait waterfall,25.5113559,91.56782899999999,3.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Phaslang Waterfall,26.0162891,92.3187794,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
NohKaLikai Falls,25.2754203,91.68595619999999,4.7,"natural_feature, establishment",waterfalls,Meghalaya
Prut Waterfall,25.3133566,91.6916823,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Krang Suri Waterfall,25.2878776,92.1251569,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
TYRSHI WATER FALL,25.4711421,92.192037,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Kynrem falls,25.2272466,91.7166567,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Sweet Falls,25.2751479,91.68653630000001,4.4,"natural_feature, establishment",waterfalls,Meghalaya
Mawsawa Falls,25.3060407,91.6941859,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Sohpung Waterfalls,25.2878073,91.6746399,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Synrangkhit fall,25.376894,92.10030189999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Nohkalikai waterfalls Top,25.2755653,91.68655059999999,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
"Elephant Falls, Shillong",25.5375374,91.8225513,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Rainbow Falls,25.2674959,91.67717259999999,4.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Bishop's Falls,25.5790999,91.8633601,3.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Tangnop Waterfalls,25.3253,92.2453029,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Panthumai waterfall,25.1779997,91.9555912,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Kshaid Sum Puri Dympep Waterfalls View Point,25.4206014,91.7916576,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Natural waterfall,25.3053055,91.785168,4.7,"tourist_attraction, park, point_of_interest, establishment",waterfalls,Meghalaya
"Umsur Waterfall, Meghalay",25.9291462,91.5424895,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Lyngksiar Falls,25.3196648,91.7064502,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Muliang Waterfalls,25.2672576,92.0678155,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Si sohdhung waterfall....umsohpanan,25.9204375,91.57718750000001,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Umkawang Falls,25.4584125,91.7548091,4.3,"park, point_of_interest, establishment",waterfalls,Meghalaya
Double Drive Waterfall,25.2294537,91.7255351,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Dewpani Waterfall,25.9547865,91.5012864,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Kshaid Weithir (Waterfall),25.5723431,92.0409921,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
El Waterfall and Natural Swimming Pool (Blue Lagoon),25.2605552,91.676152,4.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Cherra waterfall,25.2887589,91.71922289999999,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Amlunong Waterfalls,25.245455,92.00857119999999,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Dugdugi Waterfall,26.0260625,91.89456249999999,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Phe Phe Fall,25.3506184,92.1611373,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Lailyngkhot waterfall,25.5768423,91.97489739999999,0,"park, point_of_interest, establishment",waterfalls,Meghalaya
Khawra Tana Ti ( 11 steps waterfall ),25.946269,92.300108,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Noh Kawang Falls,25.2066593,92.1821889,4.9,"park, point_of_interest, establishment",waterfalls,Meghalaya
Janailar Falls,25.3139155,91.70164439999999,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
BunKyrdan Waterfall Weiloi,25.3587276,91.60674809999999,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Wei Sted Fall,25.2530637,91.9529824,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Mawlynrei Falls,25.5675782,91.95028649999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Lyngngai Falls,25.3285002,91.71928419999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Ryngkyui waterfalls at nohron,25.3521509,92.03523539999999,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Motha Kyrsong Waterfall,25.4028799,92.24841029999999,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Meghalaya
Mercury Environmental park,25.5171052,91.8792264,4.1,"park, point_of_interest, establishment",parks,Meghalaya
Mot I pun / Palong Park,25.2243834,91.7285127,4.6,"park, point_of_interest, establishment",parks,Meghalaya
Park And Garden,25.540994,91.8646891,4.2,"park, point_of_interest, establishment",parks,Meghalaya
Sajar Nangli Memorial Park,25.4958516,92.17405649999999,4.2,"park, point_of_interest, establishment",parks,Meghalaya
Kharsati Park,25.7372474,91.8453152,3.6,"tourist_attraction, park, point_of_interest, establishment",parks,Meghalaya
"Children Park, BSF CAMP, UMPLING",25.5831062,91.9230714,3.6,"park, point_of_interest, establishment",parks,Meghalaya
Lumparing Greenery Children Park,25.5599144,91.8816215,4.1,"park, point_of_interest, establishment",parks,Meghalaya
Lum Nehru Park,25.6615819,91.89835719999999,4.3,"park, point_of_interest, establishment",parks,Meghalaya
Chandra park,25.485649,91.9059147,4.2,"park, point_of_interest, establishment",parks,Meghalaya
Vidya Bajoria Park,25.5702086,91.87869909999999,3.7,"park, point_of_interest, establishment",parks,Meghalaya
Ialong Park,25.4516774,92.2551859,4.3,"tourist_attraction, park, point_of_interest, establishment",parks,Meghalaya
"Monolith Park, Mawmluh",25.2545653,91.70296069999999,4.1,"park, point_of_interest, establishment",parks,Meghalaya
Karna Maya Children Park,25.5651,91.92779999999999,3.9,"park, point_of_interest, establishment",parks,Meghalaya
Khyndailad Fountain,25.5760152,91.8828101,4,"park, point_of_interest, establishment",parks,Meghalaya
"Shillong, Laitkor Reserve Forest",25.5788138,91.8932192,4.3,"park, point_of_interest, establishment",parks,Meghalaya
Polo Park,25.5802884,91.8911371,3.5,"park, point_of_interest, establishment",parks,Meghalaya
Lord Mahavira Park,25.5747543,91.8712807,3.4,"park, point_of_interest, establishment",parks,Meghalaya
Panaliar Children's Park,25.4368229,92.20391649999999,3.6,"park, point_of_interest, establishment",parks,Meghalaya
Tirot Sing Ecological And Heritage Park,25.569829,91.640318,4.4,"park, point_of_interest, establishment",parks,Meghalaya
Malki Forest,25.5593,91.8866,4.4,"park, point_of_interest, establishment",parks,Meghalaya
"Wonder Park, Umling",25.9668754,91.8600335,4.2,"park, point_of_interest, establishment",parks,Meghalaya
Angel park,25.454679,92.1949046,3.8,"park, point_of_interest, establishment",parks,Meghalaya
"Dommurok View Point, Markham Village",25.4586323,91.5459747,4.6,"park, point_of_interest, establishment",parks,Meghalaya
Children's Park,25.8881028,91.9296435,4.5,"park, point_of_interest, establishment",parks,Meghalaya
Kshaid-U-Rai Falls,25.3316733,91.72862239999999,4.5,"park, point_of_interest, establishment",parks,Meghalaya
Kids Park,25.5787725,91.8932535,2.6,"park, point_of_interest, establishment",parks,Meghalaya
Harmony Park,25.5775462,91.8805909,4,"park, point_of_interest, establishment",parks,Meghalaya
Umran,25.737669,91.90072599999999,5,"park, point_of_interest, establishment",parks,Meghalaya
Panthai Park,25.9507668,92.22249409999999,5,"park, point_of_interest, establishment",parks,Meghalaya
Syntu Ksiar Fish Sanctuary,25.434418,92.2129686,4.2,"park, tourist_attraction, point_of_interest, establishment",parks,Meghalaya
Children park,25.5941241,91.871909,3.7,"park, point_of_interest, establishment",parks,Meghalaya
Upper Shillong Forest,25.5473689,91.868421,4.4,"tourist_attraction, park, point_of_interest, establishment",parks,Meghalaya
Khweng Children's Park,25.7394326,92.0515377,5,"park, point_of_interest, establishment",parks,Meghalaya
Park,25.439787,92.19707799999999,4.5,"park, point_of_interest, establishment",parks,Meghalaya
"Children Park - 2, BSF CAMP UMPLING",25.5824639,91.9123973,4.7,"park, point_of_interest, establishment",parks,Meghalaya
Split Rock trail (MawsiangJroi),25.221093,91.529012,4.9,"park, point_of_interest, establishment",parks,Meghalaya
