Name,Latitude,Longitude,Rating,Categories,Keyword,State
Hunman junction Centre,15.5470276,80.11414669999999,5,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Reservoir Rear View Point,15.6683354,79.9859187,3.5,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Ramatheerdham view point,15.6359003,79.796086,4,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Puluri subbareddy,15.8334555,79.8410536,0,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Brahmam gari Koneru,15.84606,80.126756,5,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
రామతీర్థం జలాశయం గేట్లు,15.6279234,79.79602299999999,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Reddy nager,16.2421591,80.0381232,0,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Per saibu Kunta,16.2051907,80.1506331,5,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Koridala konda,16.0880068,79.2847446,5,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Vadde Obanna Statue,16.0566096,79.7495363,0,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Gas pichaya,16.0384411,79.3044139,0,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Kid's park,16.2329081,80.0455626,0,"park, point_of_interest, establishment",attractions,Andhra Pradesh
Ankamma thalli Centre Kamma Palem,15.5436014,80.1158506,5,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Pinnivaripalem Beach,15.4665417,80.20101939999999,3.9,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Magunta Subbarami reddy Ramatheerdham project,15.6325778,79.8068455,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
నక్క అల్లూరి,16.0229272,79.3108355,0,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Janakamma Bhavi,16.1950996,80.1339555,4.9,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Ghandhi Statue,16.2883833,80.0417532,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
IRK's Pond,16.133181,79.79581979999999,2.5,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
ముగ్గు గుంతల,16.199707,79.4350312,0,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Waterpond,16.310082,79.272593,0,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Chenna malleswara Swami temple,15.8057135,79.3955061,4,"tourist_attraction, point_of_interest, establishment",attractions,Andhra Pradesh
Pinnivaripalem Beach,15.4665417,80.20101939999999,3.9,"tourist_attraction, point_of_interest, establishment",beaches,Andhra Pradesh
Motumala beach,15.4837902,80.2093956,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Andhra Pradesh
Sivaratri Kotaiah Mandiram,16.2159594,80.0529025,3.7,"park, point_of_interest, establishment",beaches,Andhra Pradesh
Mogali Gundalu Water Fall,15.6471265,79.8556582,4.1,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
Gunti Ganga Waterfalls,15.6454615,79.8543308,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
Tadivaripalli Waterfalls,15.5680715,79.2810271,3.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
CHIMAKURTHI Waterfalls,15.6145741,79.8447654,4,"park, point_of_interest, establishment",waterfalls,Andhra Pradesh
Sagar canal waterfall,15.9586468,79.4141173,2.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
Kothapalem Check Dam,15.7439595,79.86804459999999,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
Gundlakama dam,15.6622515,79.9861438,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
Rangarayudu Water Tank,15.5084835,80.03829790000002,4.5,"natural_feature, establishment",waterfalls,Andhra Pradesh
Vinukonda hill,16.052286,79.7297835,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
ONGOLE CITY VIEW POINT 1,15.5021293,80.0407963,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Andhra Pradesh
Chimakurthy Hills,15.6164869,79.8367761,3.5,"park, point_of_interest, establishment",waterfalls,Andhra Pradesh
Devudu Cheruvu Park,15.4983295,80.044884,4,"park, point_of_interest, establishment",waterfalls,Andhra Pradesh
CR Colony Walkers Park,16.0967016,80.1725391,4.3,"park, point_of_interest, establishment",parks,Andhra Pradesh
KBR Park,16.2437549,80.0339869,4.1,"park, point_of_interest, establishment",parks,Andhra Pradesh
APJ Abdul Kalam Municipal Park,16.2402295,80.0518886,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
Sivaratri Kotaiah Mandiram,16.2159594,80.0529025,3.7,"park, point_of_interest, establishment",parks,Andhra Pradesh
annavarapadu park,15.4902125,80.0508538,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
Abdul Kalam park,16.1573684,80.0272079,4.4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Stadium Pylon,16.2475435,80.0562442,4.4,"park, point_of_interest, establishment",parks,Andhra Pradesh
"Municipal Park, Darsi",15.7755869,79.6773285,4.1,"park, point_of_interest, establishment",parks,Andhra Pradesh
Dam Park,15.6603665,79.9880577,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
Nara Chandrababu Naidu Recreation Park,15.4918535,80.0443784,3,"park, point_of_interest, establishment",parks,Andhra Pradesh
RAGHAVENDRA Colony Park,16.0862295,80.1776155,4.1,"park, point_of_interest, establishment",parks,Andhra Pradesh
NTR PALLEVANAM PARK,15.7749626,79.6771407,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
Park,15.7811357,79.66835610000001,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
"Thota Narayanappa Muncipal Park, Purushothama Patnam",16.0867278,80.1481671,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Rahul Farm,15.470778,80.0318176,4.8,"park, point_of_interest, establishment",parks,Andhra Pradesh
Uppugunduru Park,15.6744388,80.1669251,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Nehru Nagar Children's PARK,15.5190646,80.0455068,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Palem park,16.2878981,80.0178518,3.8,"park, point_of_interest, establishment",parks,Andhra Pradesh
Kotha Colony Park,16.0894371,80.1759471,4.3,"park, point_of_interest, establishment",parks,Andhra Pradesh
Thandri sannidhi ministries Prayer garden,16.1084375,80.11593750000002,4.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
childrens park,16.096297,80.16931,3,"park, point_of_interest, establishment",parks,Andhra Pradesh
CRPF Park,15.5105919,80.02843539999999,5,"park, point_of_interest, establishment",parks,Andhra Pradesh
Gandhi Municipal Park,16.051327,79.742516,5,"park, point_of_interest, establishment",parks,Andhra Pradesh
ROYAL DOG KENNEL - MARKAPUR,15.7321214,79.2894195,4.5,"park, point_of_interest, establishment",parks,Andhra Pradesh
"Krishna Nagar Park, Chilakaluripet",16.0973865,80.1604363,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
Swimming Pool And Park,15.5975254,79.64065769999999,3.8,"park, point_of_interest, establishment",parks,Andhra Pradesh
Dasari Narayana Rao Memorial Park,15.5066,80.0399,3.6,"park, point_of_interest, establishment",parks,Andhra Pradesh
Mahatma Gandhi village park,15.8071217,79.3965096,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
"Chennakesava Nagar Park,M.M.Donka,Ongole",15.5091985,80.0297453,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
NTR park,15.7373186,79.6988703,5,"park, point_of_interest, establishment",parks,Andhra Pradesh
Bhagya Nagar Park,15.4918419,80.04454369999999,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Nagaravanam park vinukonda,16.088016,79.69771999999999,5,"park, point_of_interest, establishment",parks,Andhra Pradesh
Nannuri Subbarao Park,15.6622186,80.0957711,4.5,"park, point_of_interest, establishment",parks,Andhra Pradesh
YSR Nirmal Nagar Park,15.5102995,80.0351429,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
Gandhi Park,15.5070251,80.0395308,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
Dr. Kodela Siva Prasad Rao Udyama vanam,16.2412332,80.0409009,5,"park, point_of_interest, establishment",parks,Andhra Pradesh
APTIDCO park,16.1083054,80.13710440000001,3.7,"park, point_of_interest, establishment",parks,Andhra Pradesh
NGO Colony Park,16.2415228,80.0416235,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Devudu Cheruvu Park,15.4983295,80.044884,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Natu Babu Rao Park,15.4938037,80.052081,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
Gaddalagunta Park,15.5023358,80.035901,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
Chilakaluripet Park,16.1010933,80.1642833,3.6,"park, point_of_interest, establishment",parks,Andhra Pradesh
NTR park,15.5091668,80.02975169999999,4.3,"park, point_of_interest, establishment",parks,Andhra Pradesh
Gandhi Park,16.2320357,80.0423225,3.3,"park, point_of_interest, establishment",parks,Andhra Pradesh
Ranga Rayudu Park,15.5077243,80.0402539,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
Kodela siva prasad Park,16.2277707,80.04629589999999,3.7,"park, point_of_interest, establishment",parks,Andhra Pradesh
Gandhi Park,15.7385313,79.2707267,3.8,"park, point_of_interest, establishment",parks,Andhra Pradesh
East Christianpet Ambedkar Park,16.0890921,80.17469,3.8,"park, point_of_interest, establishment",parks,Andhra Pradesh
Mallavaram Dam- Gundlakamma River,15.6607752,79.9880554,4.3,"park, tourist_attraction, point_of_interest, establishment",parks,Andhra Pradesh
Rajiv Nagar Park,15.5043886,80.0315699,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
Chandhramouli Muncipal Park,16.0876711,80.175004,3.7,"park, point_of_interest, establishment",parks,Andhra Pradesh
Railway Park,15.5004855,80.0584241,3.8,"park, point_of_interest, establishment",parks,Andhra Pradesh
Sri Buchepalli Kamalakar Reddy Park,15.5972974,79.8669768,4.4,"park, point_of_interest, establishment",parks,Andhra Pradesh
సోమాపుల్లయ్య పార్క్,15.6948151,79.8515609,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
NTR PARK,15.6617639,80.0977506,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
Kid's park,16.2329081,80.0455626,0,"park, point_of_interest, establishment",parks,Andhra Pradesh
Satuluru,16.2270525,80.04263830000001,4,"park, point_of_interest, establishment",parks,Andhra Pradesh
NTR Gardens,15.7373906,79.6991211,4.2,"park, point_of_interest, establishment",parks,Andhra Pradesh
Jamal Gardens,15.8085288,79.6318517,4.1,"park, point_of_interest, establishment",parks,Andhra Pradesh
Uppugunduru library corner,15.6713641,80.16726919999999,3.9,"park, point_of_interest, establishment",parks,Andhra Pradesh
NTR center,15.9599616,80.19848139999999,4.8,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Ramanala vari palem maseedరమణాలవారిపాలెం మసీద్,15.7457238,79.84550910000002,4.2,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Trikoteswara Museum,16.1478592,80.0352716,3.9,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Y S R Statue,15.5550277,79.653791,4.3,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Baba Gift Palace,15.5825852,79.87714609999999,3.5,"museum, point_of_interest, establishment",museums,Andhra Pradesh
NTR Statue,15.8899721,80.1672967,4,"museum, point_of_interest, establishment",museums,Andhra Pradesh
NTR STATUE GURIJEPALLI,15.9361719,79.32408459999999,3.7,"museum, point_of_interest, establishment",museums,Andhra Pradesh
"Ayyappa swami Temple, Ganapavaram",16.0235123,79.4781777,4.7,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Laxmi Venkateshwara Hotel and Lodge,15.9023303,79.30150460000002,3.2,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Ch srinu,15.6614746,79.7532531,0,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Peddamma,15.5057494,80.0498642,0,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Shalem Enclave,15.5004923,80.05437409999999,4.6,"museum, point_of_interest, establishment",museums,Andhra Pradesh
NTR Statue,15.8290235,80.18962069999999,4.9,"museum, point_of_interest, establishment",museums,Andhra Pradesh
NTR Statue,16.0161264,79.90956059999999,5,"museum, point_of_interest, establishment",museums,Andhra Pradesh
NTR statue,15.8309333,80.06635159999999,3.4,"museum, point_of_interest, establishment",museums,Andhra Pradesh
NTR Statue,16.0943572,80.09219449999999,4.4,"museum, point_of_interest, establishment",museums,Andhra Pradesh
Chadwick Falls,31.1196351,77.1389365,3.6,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Butterfly Park,30.729599,76.8105262,4.1,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Tikkar Taal,30.6580574,77.08185499999999,4.2,"tourist_attraction, campground, lodging, park, point_of_interest, establishment",attractions,Himachal Pradesh
Topiary Park,30.7268597,76.761245,4.2,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Hawa Ghar,31.1047034,77.1755591,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Sunset Point,30.8916236,76.97126089999999,4.5,"tourist_attraction, park, point_of_interest, establishment",attractions,Himachal Pradesh
Garden of Silence,30.7384342,76.83011739999999,4.5,"tourist_attraction, amusement_park, park, point_of_interest, establishment",attractions,Himachal Pradesh
Manki Point,30.8786278,76.9753214,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Chandigarh Bird Park,30.7486638,76.8103337,4.5,"tourist_attraction, park, point_of_interest, establishment",attractions,Himachal Pradesh
Leisure Valley,30.7528125,76.79206250000001,4.4,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Garden of Fragrance,30.7326709,76.7572113,4.6,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
"The Morni Fort - Panchkula district, Haryana, India",30.68861669999999,77.0831439,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
jangeshu waterfall,30.8876355,76.9578478,3.8,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
"The Tower of Shadows - Chandigarh, India",30.7596984,76.8041372,4.4,"landmark, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Eiffel Tower Replica,30.7488467,76.785415,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Marina Waterfall,31.0979018,77.1771097,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Sukhna Lake Chandigarh,30.7447621,76.8105866,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Dagshai Jail Museum,30.8866978,77.0527518,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Le Corbusier Centre,30.7298194,76.7995423,4.4,"tourist_attraction, museum, point_of_interest, establishment",attractions,Himachal Pradesh
Fateh Burj - Baba Banda Singh Bahadur War Memorial,30.7030475,76.66661119999999,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
TanniJubbar Lake,31.2863483,77.49917289999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Hibiscus Garden,30.7356372,76.7592686,4.4,"tourist_attraction, park, point_of_interest, establishment",attractions,Himachal Pradesh
Government Museum and Art Gallery,30.7490693,76.787326,4.4,"tourist_attraction, museum, point_of_interest, establishment",attractions,Himachal Pradesh
habban valley,30.9155757,77.3253008,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
International Dolls Museum,30.7411787,76.7709814,4.1,"tourist_attraction, museum, point_of_interest, establishment",attractions,Himachal Pradesh
Kufri Fun World,31.0941261,77.278049,3.8,"amusement_park, tourist_attraction, cafe, point_of_interest, food, establishment",attractions,Himachal Pradesh
The Open Hand Monument,30.7590478,76.8074661,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Kalagram,30.7099321,76.8263051,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
"Ridge, Shimla",31.1048001,77.1746678,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Shimla Water Catchment Wildlife Sanctuary,31.1113908,77.2196979,4.4,"tourist_attraction, park, point_of_interest, establishment",attractions,Himachal Pradesh
Gorton Castle,31.1046861,77.16266929999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Churdhar Peak,30.8705799,77.4804139,4.8,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Nek Chand’s Rock Garden of Chandigarh,30.7529331,76.80505409999999,4.5,"tourist_attraction, museum, park, point_of_interest, establishment",attractions,Himachal Pradesh
Victory Tunnel,31.1051477,77.1638909,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Bantony Castle,31.1061545,77.1697236,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Harpreet's House,30.65430349999999,76.6975164,4,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Jakhu Ropeway Shimla,31.10226,77.17936759999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Sukhna lake,30.7367043,76.8167217,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Nagsons Amusement Park Hip Hip Hurray,31.0975682,77.27097499999999,3.9,"amusement_park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Bougainvillea Park 3 Chd,30.7582694,76.7959428,4.4,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Sun set view,30.8362877,76.9765036,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Viceregal Lodge,31.1036706,77.1421749,4.6,"tourist_attraction, museum, park, point_of_interest, establishment",attractions,Himachal Pradesh
WELCOME TO HIMACHAL PRADESH THE LAND OF MOUNTAINS,31.2174549,76.65343519999999,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Tank Monument,30.7496155,76.78675400000002,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Riva Waterfall,30.9275676,77.1487796,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Kufri Adventures,31.1004917,77.2669852,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Army Heritage Museum,31.1095453,77.1591736,4.8,"museum, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Thunder Zone Amusement and Water Park,30.6858683,76.6499178,3.8,"tourist_attraction, amusement_park, point_of_interest, establishment",attractions,Himachal Pradesh
Himachal State Museum,31.10337,77.150837,4.5,"museum, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Silvi Park,30.6868329,76.7404391,4.4,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
View Point,31.1040787,77.17513989999999,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Apple Point,31.0951365,77.27576909999999,3.9,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Gilbert Nature Trail,30.889128,76.9722886,4.5,"tourist_attraction, park, point_of_interest, establishment",attractions,Himachal Pradesh
Sun Set point,31.0827539,77.1377577,5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Pine Point,30.9095275,76.9854179,5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Subway (Underground Tunnel),30.7443044,76.7832773,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
"The Jawahar Park - Solan District, Himachal Pradesh, India",30.9083533,77.102302,4.1,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
MDC (Mata Mansa Devi) Singh DWAR,30.7127172,76.8489695,4.8,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Rani Jhansi Park,31.1033,77.17739999999999,4.3,"park, tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Sunset view point,31.3315387,76.6622721,5,"tourist_attraction, point_of_interest, establishment",attractions,Himachal Pradesh
Nogli Beach,31.4027566,77.6325049,4.2,"point_of_interest, establishment",beaches,Himachal Pradesh
Shoe Island,30.7455499,76.8116359,4.4,"natural_feature, establishment",beaches,Himachal Pradesh
Mountain and beach travel,31.1024381,77.1989323,4.9,"travel_agency, point_of_interest, establishment",beaches,Himachal Pradesh
Tosha Beach,30.8129788,76.9163403,3.7,"point_of_interest, establishment",beaches,Himachal Pradesh
Beach N Brew,30.723995,76.8068365,4.2,"night_club, bar, restaurant, food, point_of_interest, establishment",beaches,Himachal Pradesh
Sukhna Back End,30.7385097,76.82915609999999,4.8,"park, point_of_interest, establishment",beaches,Himachal Pradesh
KASAULI (queen of hills),30.89386769999999,76.96244779999999,4.6,"park, point_of_interest, establishment",beaches,Himachal Pradesh
Chadwick Falls,31.1196351,77.1389365,3.6,"tourist_attraction, point_of_interest, establishment",beaches,Himachal Pradesh
Fountain Park,30.6997288,76.8558802,4.3,"park, point_of_interest, establishment",beaches,Himachal Pradesh
Baduwada Devta Ji View Point,31.3366451,76.86614949999999,5,"tourist_attraction, point_of_interest, establishment",beaches,Himachal Pradesh
Camp Roxx- Adventure Camp,30.6628587,77.2254462,4.5,"campground, park, lodging, point_of_interest, establishment",beaches,Himachal Pradesh
Dropa beach 🏖️⛱️,31.3966261,77.5772467,0,"point_of_interest, establishment",beaches,Himachal Pradesh
"Circuit House Willy Park,",31.1023821,77.1495917,4.5,"park, lodging, point_of_interest, establishment",beaches,Himachal Pradesh
Sydney beach resort,30.658541,76.8707498,4,"restaurant, food, point_of_interest, establishment",beaches,Himachal Pradesh
"WelcomHeritage Parv Vilas Resort & Spa, Kasauli Hills",30.8530878,77.0728609,4.7,"tourist_attraction, lodging, point_of_interest, establishment",beaches,Himachal Pradesh
Kanishka Retreat Resort Chail,30.9718003,77.1735484,4.6,"park, lodging, restaurant, food, point_of_interest, establishment",beaches,Himachal Pradesh
Giri Camp,30.8297624,77.2461263,4.4,"campground, amusement_park, park, lodging, health, point_of_interest, establishment",beaches,Himachal Pradesh
Muscle Beach Gym & Health Studio Kalka,30.8318118,76.9340964,4.9,"gym, health, point_of_interest, establishment",beaches,Himachal Pradesh
Pineland Resort & Chalets Kasauli,30.9087861,77.0183079,4.6,"tourist_attraction, clothing_store, lodging, store, point_of_interest, establishment",beaches,Himachal Pradesh
The Travhim Holidays,31.1003625,77.2059577,4.9,"travel_agency, tourist_attraction, point_of_interest, establishment",beaches,Himachal Pradesh
Seri bodni Waterfall,30.9723945,76.9064782,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Hail Himalayas Waterfall,31.0342466,77.1405405,4.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Mashobra waterfall,30.8672045,76.95562199999999,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Prism waterfall,30.6602941,77.085183,4.5,"tourist_attraction, park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Oaktree waterfall,31.2955234,77.4694923,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Chakki Modh Waterfall,30.8624222,77.0043232,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Burj Kotiya (Waterfall),30.74292269999999,76.9446469,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Kanola waterfall,31.1385592,77.235263,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Chadwick Falls,31.1196351,77.1389365,3.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Riva Waterfall,30.9275676,77.1487796,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
"NB Waterfall, Kyari",31.1974291,76.8630919,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Taradevi Waterfall Zone,31.0339512,77.1377936,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
jangeshu waterfall,30.8876355,76.9578478,3.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Marina Waterfall,31.0979018,77.1771097,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Waterfall,31.0327035,77.13968919999999,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Kanda waterfall,30.843427,77.415747,4.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Chho Waterfall,31.4929253,76.9817976,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Step Waterfalls,30.8460504,77.0240371,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Akantwari waterfall,31.2409326,77.4270111,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Chhoi Fall (Chhoiwaterfall),31.5523252,77.1231487,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Shoghi waterfall,31.0341089,77.1408281,4.4,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Bhusal Waterfall,30.9516518,77.08106719999999,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Tonino Waterfall,30.9275348,77.1487145,4.8,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Step waterfall,30.8914274,76.9975238,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Dhar Waterfall (Seasonal),30.9956941,77.2370832,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Sajwar Hidden Waterfall Stonehedge - छुपा पत्थर झरना,31.5559771,77.4162065,4.9,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Baru Lake & Waterfall,30.7627009,77.2820699,4.6,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Shoja (Sohja) Waterfall,31.5517635,77.3674527,4.7,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Water fall,31.002338,77.1638036,3.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Shilvi Natural Waterfall,31.2798655,77.5345469,4.1,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Kanav Falls,30.8782384,76.9616028,4.1,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Waterfall Sirmour,30.7855326,77.1778349,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Water fall,30.8635211,77.0039396,4.5,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Sul Bridge water fall,31.4246135,76.8961654,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Jafri waterfal treak,30.9946505,77.16026169999999,5,"tourist_attraction, park, point_of_interest, establishment",waterfalls,Himachal Pradesh
The Crew Falls,30.8379007,77.0064009,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Brahm waterfall,31.5093786,77.4180609,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Poei waterfall,30.8398312,77.4162595,5,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Shiv Ganga waterfall,31.5391357,77.29461189999999,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
